Gen# 	 MinFit 	 AvgFit 	 MaxFit 
417 	 6.95886E-02 	 3.11739E-01 	 7.70797E-01 
418 	 6.95886E-02 	 3.14383E-01 	 7.81809E-01 
419 	 6.95886E-02 	 3.23079E-01 	 7.47422E-01 
420 	 6.95886E-02 	 3.17641E-01 	 6.86579E-01 
421 	 6.95886E-02 	 3.16686E-01 	 7.97362E-01 
422 	 6.95886E-02 	 2.97817E-01 	 8.34537E-01 
423 	 6.95886E-02 	 3.00079E-01 	 7.59694E-01 
424 	 6.95886E-02 	 3.06554E-01 	 6.87895E-01 
425 	 6.95886E-02 	 3.04459E-01 	 6.34190E-01 
426 	 6.95886E-02 	 3.14765E-01 	 6.68278E-01 
427 	 6.95886E-02 	 3.03443E-01 	 8.37015E-01 
428 	 6.95886E-02 	 3.13521E-01 	 7.41760E-01 
429 	 6.95886E-02 	 3.09387E-01 	 7.12570E-01 
430 	 6.95886E-02 	 2.97610E-01 	 5.19873E-01 
431 	 6.95886E-02 	 3.11565E-01 	 7.67762E-01 
432 	 6.95886E-02 	 2.91224E-01 	 5.77016E-01 
433 	 6.95886E-02 	 3.04424E-01 	 8.00926E-01 
434 	 6.95886E-02 	 2.95528E-01 	 5.26482E-01 
435 	 6.95886E-02 	 3.02128E-01 	 7.34926E-01 
436 	 6.95886E-02 	 3.06640E-01 	 8.02899E-01 
437 	 6.95886E-02 	 2.97386E-01 	 6.62862E-01 
438 	 6.95886E-02 	 3.13939E-01 	 9.14555E-01 
439 	 6.95886E-02 	 2.95809E-01 	 7.30371E-01 
440 	 6.95886E-02 	 2.90992E-01 	 7.32794E-01 
441 	 6.95886E-02 	 2.88565E-01 	 6.98359E-01 
442 	 6.95886E-02 	 2.73413E-01 	 5.28514E-01 
443 	 6.95886E-02 	 2.81314E-01 	 6.94307E-01 
444 	 6.95886E-02 	 3.06479E-01 	 7.71015E-01 
445 	 6.95886E-02 	 3.19456E-01 	 7.53652E-01 
446 	 6.95886E-02 	 2.94876E-01 	 6.69362E-01 
447 	 6.95886E-02 	 3.15275E-01 	 8.90217E-01 
448 	 6.95886E-02 	 3.09256E-01 	 8.05565E-01 
449 	 6.95886E-02 	 3.00151E-01 	 6.68058E-01 
450 	 6.95886E-02 	 2.99553E-01 	 7.82319E-01 
451 	 6.95886E-02 	 2.91235E-01 	 6.30714E-01 
452 	 6.95886E-02 	 2.91199E-01 	 5.91597E-01 
453 	 6.95886E-02 	 2.89051E-01 	 8.45248E-01 
454 	 6.95886E-02 	 2.87355E-01 	 7.11765E-01 
455 	 6.95886E-02 	 2.90468E-01 	 6.61958E-01 
456 	 6.95886E-02 	 2.85876E-01 	 6.69652E-01 
457 	 6.95886E-02 	 3.09070E-01 	 8.39317E-01 
458 	 6.95886E-02 	 2.99498E-01 	 6.49218E-01 
459 	 6.95886E-02 	 3.17159E-01 	 8.28692E-01 
460 	 6.95886E-02 	 2.90442E-01 	 7.18084E-01 
461 	 6.95886E-02 	 3.09472E-01 	 6.25963E-01 
462 	 6.95886E-02 	 3.28880E-01 	 8.61997E-01 
463 	 6.95886E-02 	 3.02475E-01 	 7.21256E-01 
464 	 6.95886E-02 	 3.09612E-01 	 7.62701E-01 
465 	 6.95886E-02 	 3.01017E-01 	 7.71230E-01 
466 	 6.95886E-02 	 3.03665E-01 	 7.90220E-01 
467 	 6.95886E-02 	 3.10273E-01 	 7.73481E-01 
468 	 6.95886E-02 	 3.03504E-01 	 8.41339E-01 
469 	 6.95886E-02 	 3.15777E-01 	 7.90204E-01 
470 	 6.95886E-02 	 3.03949E-01 	 6.87620E-01 
471 	 6.95886E-02 	 3.06406E-01 	 6.91269E-01 
472 	 6.95886E-02 	 2.95987E-01 	 7.46690E-01 
473 	 6.95886E-02 	 3.23935E-01 	 7.23129E-01 
474 	 6.95886E-02 	 2.98104E-01 	 7.52988E-01 
475 	 6.95886E-02 	 3.02308E-01 	 8.08242E-01 
476 	 6.95886E-02 	 2.96974E-01 	 7.86377E-01 
477 	 6.95886E-02 	 2.93555E-01 	 6.26902E-01 
478 	 6.95886E-02 	 2.73055E-01 	 5.17578E-01 
479 	 6.95886E-02 	 2.88960E-01 	 7.17338E-01 
480 	 6.95886E-02 	 2.84084E-01 	 6.00120E-01 
481 	 6.95886E-02 	 3.04313E-01 	 7.36621E-01 
482 	 6.95886E-02 	 3.02739E-01 	 8.30777E-01 
483 	 6.95886E-02 	 2.81461E-01 	 7.25300E-01 
484 	 6.95886E-02 	 2.97468E-01 	 7.71796E-01 
485 	 6.95886E-02 	 2.96661E-01 	 7.68054E-01 
486 	 6.95886E-02 	 2.95528E-01 	 6.77772E-01 
487 	 6.95886E-02 	 2.98030E-01 	 8.23665E-01 
488 	 6.95886E-02 	 2.92658E-01 	 7.26246E-01 
489 	 6.95886E-02 	 2.97444E-01 	 7.99269E-01 
490 	 6.95886E-02 	 2.90243E-01 	 6.83017E-01 
491 	 6.95886E-02 	 2.84214E-01 	 7.63344E-01 
492 	 6.95886E-02 	 2.97574E-01 	 6.70982E-01 
493 	 6.95886E-02 	 2.90363E-01 	 5.99901E-01 
494 	 6.95886E-02 	 2.84019E-01 	 6.57243E-01 
495 	 6.95886E-02 	 2.93261E-01 	 8.11749E-01 
496 	 6.95886E-02 	 3.16795E-01 	 7.58386E-01 
497 	 6.95886E-02 	 2.85629E-01 	 7.79774E-01 
498 	 6.95886E-02 	 2.84503E-01 	 8.98923E-01 
499 	 6.95886E-02 	 2.88139E-01 	 6.55777E-01 
500 	 6.95886E-02 	 3.11708E-01 	 8.25617E-01 
501 	 6.95886E-02 	 2.99171E-01 	 7.81537E-01 
502 	 6.95886E-02 	 3.08562E-01 	 7.67884E-01 
503 	 6.95886E-02 	 2.99795E-01 	 7.55781E-01 
504 	 6.95886E-02 	 3.02849E-01 	 7.76927E-01 
505 	 6.95886E-02 	 2.99642E-01 	 7.06205E-01 
506 	 6.95886E-02 	 2.93258E-01 	 6.74121E-01 
507 	 6.95886E-02 	 3.09454E-01 	 7.50216E-01 
508 	 6.95886E-02 	 3.31398E-01 	 8.09488E-01 
509 	 6.95886E-02 	 3.16847E-01 	 6.40094E-01 
510 	 6.95886E-02 	 3.05860E-01 	 7.18700E-01 
511 	 6.95886E-02 	 3.06301E-01 	 7.72053E-01 
512 	 6.95886E-02 	 3.10435E-01 	 7.38135E-01 
513 	 6.95886E-02 	 2.95441E-01 	 8.37938E-01 
514 	 6.95886E-02 	 3.06417E-01 	 8.07450E-01 
515 	 6.95886E-02 	 2.93212E-01 	 5.93637E-01 
516 	 6.95886E-02 	 2.84797E-01 	 7.61892E-01 
517 	 6.95886E-02 	 2.93393E-01 	 7.83469E-01 
518 	 6.95886E-02 	 3.11111E-01 	 8.77337E-01 
519 	 6.95886E-02 	 2.83830E-01 	 5.87804E-01 
520 	 6.95886E-02 	 2.86442E-01 	 5.91195E-01 
521 	 6.95886E-02 	 2.92219E-01 	 8.59637E-01 
522 	 6.95886E-02 	 2.95709E-01 	 6.83615E-01 
523 	 6.95886E-02 	 3.01135E-01 	 6.77935E-01 
524 	 6.95886E-02 	 2.87014E-01 	 8.21370E-01 
525 	 6.95886E-02 	 2.79749E-01 	 6.37544E-01 
526 	 6.95886E-02 	 2.97398E-01 	 8.31904E-01 
527 	 6.95886E-02 	 2.96507E-01 	 7.98129E-01 
528 	 6.95886E-02 	 2.75871E-01 	 6.14657E-01 
529 	 6.95886E-02 	 2.94938E-01 	 6.71578E-01 
530 	 6.95886E-02 	 3.04138E-01 	 7.28896E-01 
531 	 6.95886E-02 	 3.01967E-01 	 8.57329E-01 
532 	 6.95886E-02 	 2.94207E-01 	 6.35446E-01 
533 	 6.95886E-02 	 3.06462E-01 	 6.80035E-01 
534 	 6.95886E-02 	 3.07453E-01 	 8.30175E-01 
535 	 6.95886E-02 	 2.91733E-01 	 7.51939E-01 
536 	 6.95886E-02 	 2.83370E-01 	 7.69934E-01 
537 	 6.95886E-02 	 2.90161E-01 	 7.15604E-01 
538 	 6.95886E-02 	 3.08255E-01 	 7.46016E-01 
539 	 6.95886E-02 	 2.99890E-01 	 6.71548E-01 
540 	 6.95886E-02 	 3.11913E-01 	 7.72098E-01 
541 	 6.95886E-02 	 2.98873E-01 	 6.86855E-01 
542 	 6.95886E-02 	 3.04955E-01 	 6.95481E-01 
543 	 6.95886E-02 	 3.12187E-01 	 9.22534E-01 
544 	 6.95886E-02 	 2.97227E-01 	 5.83093E-01 
545 	 6.95886E-02 	 2.97652E-01 	 7.61584E-01 
546 	 6.95886E-02 	 2.95906E-01 	 8.20216E-01 
547 	 6.95886E-02 	 2.90483E-01 	 7.35154E-01 
548 	 6.95886E-02 	 2.94878E-01 	 7.11805E-01 
549 	 6.95886E-02 	 2.98244E-01 	 7.86701E-01 
550 	 6.95886E-02 	 2.99499E-01 	 7.12692E-01 
551 	 6.95886E-02 	 2.86823E-01 	 4.58688E-01 
552 	 6.95886E-02 	 2.92196E-01 	 7.60314E-01 
553 	 6.95886E-02 	 2.95223E-01 	 7.20212E-01 
554 	 6.95886E-02 	 2.96774E-01 	 6.94184E-01 
555 	 6.95886E-02 	 3.10726E-01 	 8.47493E-01 
556 	 6.95886E-02 	 3.03765E-01 	 5.75853E-01 
557 	 6.95886E-02 	 3.22996E-01 	 6.52480E-01 
558 	 6.95886E-02 	 3.01214E-01 	 6.15393E-01 
559 	 6.95886E-02 	 2.98203E-01 	 7.54071E-01 
560 	 6.95886E-02 	 3.19567E-01 	 8.06075E-01 
561 	 6.95886E-02 	 3.15659E-01 	 8.05881E-01 
562 	 6.95886E-02 	 3.01826E-01 	 8.45643E-01 
563 	 6.95886E-02 	 3.06800E-01 	 7.95042E-01 
564 	 6.95886E-02 	 3.10111E-01 	 7.98867E-01 
565 	 6.95886E-02 	 2.94740E-01 	 7.87788E-01 
566 	 6.95886E-02 	 3.08173E-01 	 6.73669E-01 
567 	 6.95886E-02 	 2.90855E-01 	 6.70551E-01 
568 	 6.95886E-02 	 2.81906E-01 	 8.29737E-01 
569 	 6.95886E-02 	 2.99144E-01 	 7.74761E-01 
570 	 6.95886E-02 	 2.91806E-01 	 8.44659E-01 
571 	 6.95886E-02 	 3.07913E-01 	 7.45190E-01 
572 	 6.95886E-02 	 3.10402E-01 	 7.22891E-01 
573 	 6.95886E-02 	 3.19013E-01 	 7.93374E-01 
574 	 6.95886E-02 	 2.99190E-01 	 6.05099E-01 
575 	 6.95886E-02 	 3.09422E-01 	 8.21852E-01 
576 	 6.95886E-02 	 2.91676E-01 	 7.42503E-01 
577 	 6.95886E-02 	 2.98334E-01 	 8.96120E-01 
578 	 6.95886E-02 	 3.41203E-01 	 8.26920E-01 
579 	 6.95886E-02 	 3.02049E-01 	 8.27417E-01 
580 	 6.95886E-02 	 2.99266E-01 	 8.38262E-01 
581 	 6.95886E-02 	 3.01627E-01 	 6.25062E-01 
582 	 6.95886E-02 	 3.19842E-01 	 8.19874E-01 
583 	 6.95886E-02 	 2.99934E-01 	 7.59668E-01 
584 	 6.95886E-02 	 2.94236E-01 	 7.34286E-01 
585 	 6.95886E-02 	 2.85175E-01 	 5.57902E-01 
586 	 6.95886E-02 	 2.91280E-01 	 5.59370E-01 
587 	 6.95886E-02 	 2.85069E-01 	 5.50630E-01 
588 	 6.95886E-02 	 2.96296E-01 	 6.22949E-01 
589 	 6.95886E-02 	 3.01599E-01 	 6.92732E-01 
590 	 6.95886E-02 	 2.99209E-01 	 7.48726E-01 
591 	 6.95886E-02 	 2.87152E-01 	 7.54287E-01 
592 	 6.95886E-02 	 2.84840E-01 	 8.81101E-01 
593 	 6.95886E-02 	 2.95102E-01 	 7.60021E-01 
594 	 6.95886E-02 	 3.13255E-01 	 7.49641E-01 
595 	 6.95886E-02 	 3.40133E-01 	 8.40996E-01 
596 	 6.95886E-02 	 3.17105E-01 	 7.13428E-01 
597 	 6.95886E-02 	 3.00787E-01 	 6.12518E-01 
598 	 6.95886E-02 	 3.16478E-01 	 8.26785E-01 
599 	 6.95886E-02 	 3.02690E-01 	 6.79799E-01 
600 	 6.95886E-02 	 2.99774E-01 	 7.44912E-01 
601 	 6.95886E-02 	 3.09333E-01 	 6.60479E-01 
602 	 6.95886E-02 	 3.22302E-01 	 8.44792E-01 
603 	 6.95886E-02 	 2.99320E-01 	 7.31915E-01 
604 	 6.95886E-02 	 2.96719E-01 	 7.80489E-01 
605 	 6.95886E-02 	 2.82606E-01 	 4.99329E-01 
606 	 6.95886E-02 	 2.83000E-01 	 4.58081E-01 
607 	 6.95886E-02 	 2.88327E-01 	 8.12721E-01 
608 	 6.95886E-02 	 2.86359E-01 	 4.98652E-01 
609 	 6.95886E-02 	 2.84540E-01 	 8.24402E-01 
610 	 6.95886E-02 	 2.89932E-01 	 7.65103E-01 
611 	 6.95886E-02 	 2.91771E-01 	 5.97143E-01 
612 	 6.95886E-02 	 3.11662E-01 	 6.81642E-01 
613 	 6.95886E-02 	 3.10159E-01 	 7.54208E-01 
614 	 6.95886E-02 	 3.00189E-01 	 7.58587E-01 
615 	 6.95886E-02 	 2.92500E-01 	 8.39075E-01 
616 	 6.95886E-02 	 2.81056E-01 	 6.59989E-01 
617 	 6.95886E-02 	 2.90177E-01 	 6.57436E-01 
618 	 6.95886E-02 	 3.08436E-01 	 7.84918E-01 
619 	 6.95886E-02 	 2.93857E-01 	 6.87458E-01 
620 	 6.95886E-02 	 3.03929E-01 	 8.45438E-01 
621 	 6.95886E-02 	 3.15653E-01 	 8.14984E-01 
622 	 6.95886E-02 	 2.98890E-01 	 7.53111E-01 
623 	 6.95886E-02 	 3.00499E-01 	 8.41445E-01 
624 	 6.95886E-02 	 3.27715E-01 	 7.41833E-01 
625 	 6.95886E-02 	 3.00089E-01 	 8.47240E-01 
626 	 6.95886E-02 	 3.00469E-01 	 7.39813E-01 
627 	 6.95886E-02 	 2.93875E-01 	 5.14209E-01 
628 	 6.95886E-02 	 2.97351E-01 	 5.65172E-01 
629 	 6.95886E-02 	 3.04551E-01 	 8.03762E-01 
630 	 6.95886E-02 	 3.22701E-01 	 9.13453E-01 
631 	 6.95886E-02 	 3.05054E-01 	 7.59471E-01 
632 	 6.95886E-02 	 2.93796E-01 	 4.94046E-01 
633 	 6.95886E-02 	 3.08170E-01 	 6.78907E-01 
634 	 6.95886E-02 	 2.89710E-01 	 6.06861E-01 
635 	 6.95886E-02 	 3.05094E-01 	 8.75578E-01 
636 	 6.95886E-02 	 3.10453E-01 	 8.00977E-01 
637 	 6.95886E-02 	 3.03719E-01 	 7.65498E-01 
638 	 6.95886E-02 	 3.10864E-01 	 6.19210E-01 
639 	 6.95886E-02 	 3.01136E-01 	 7.45732E-01 
640 	 6.95886E-02 	 3.13711E-01 	 6.41862E-01 
641 	 6.95886E-02 	 3.07701E-01 	 7.81458E-01 
642 	 6.95886E-02 	 3.14773E-01 	 7.64075E-01 
643 	 6.95886E-02 	 3.19860E-01 	 7.22371E-01 
644 	 6.95886E-02 	 3.13861E-01 	 8.31986E-01 
645 	 6.95886E-02 	 3.17907E-01 	 6.93258E-01 
646 	 6.95886E-02 	 3.31718E-01 	 8.76479E-01 
647 	 6.95886E-02 	 3.13831E-01 	 7.85909E-01 
648 	 6.95886E-02 	 2.91604E-01 	 7.17914E-01 
649 	 6.95886E-02 	 2.94920E-01 	 6.89117E-01 
650 	 6.95886E-02 	 3.20206E-01 	 7.62458E-01 
651 	 6.95886E-02 	 2.91304E-01 	 7.78308E-01 
652 	 6.95886E-02 	 2.96839E-01 	 6.85798E-01 
653 	 6.95886E-02 	 2.96076E-01 	 7.85192E-01 
654 	 6.95886E-02 	 3.09538E-01 	 8.37484E-01 
655 	 6.95886E-02 	 3.00919E-01 	 7.08742E-01 
656 	 6.95886E-02 	 3.00090E-01 	 7.13096E-01 
657 	 6.95886E-02 	 3.20285E-01 	 8.83258E-01 
658 	 6.95886E-02 	 2.94682E-01 	 7.74342E-01 
659 	 6.95886E-02 	 2.98356E-01 	 8.38684E-01 
660 	 6.95886E-02 	 2.96865E-01 	 5.35436E-01 
661 	 6.95886E-02 	 2.95966E-01 	 7.73074E-01 
662 	 6.95886E-02 	 3.26589E-01 	 8.51605E-01 
663 	 6.95886E-02 	 3.10978E-01 	 7.67073E-01 
664 	 6.95886E-02 	 3.04860E-01 	 6.61030E-01 
665 	 6.95886E-02 	 2.96828E-01 	 7.50529E-01 
666 	 6.95886E-02 	 2.96469E-01 	 6.25250E-01 
667 	 6.95886E-02 	 3.04126E-01 	 6.60934E-01 
668 	 6.95886E-02 	 2.97696E-01 	 6.10068E-01 
669 	 6.95886E-02 	 3.08393E-01 	 6.94863E-01 
670 	 6.95886E-02 	 3.13465E-01 	 7.47566E-01 
671 	 6.95886E-02 	 3.12002E-01 	 7.66653E-01 
672 	 6.95886E-02 	 3.11925E-01 	 8.25119E-01 
673 	 6.95886E-02 	 2.83445E-01 	 6.65699E-01 
674 	 6.95886E-02 	 3.19699E-01 	 8.09600E-01 
675 	 6.95886E-02 	 3.04949E-01 	 6.31668E-01 
676 	 6.95886E-02 	 2.95055E-01 	 7.65670E-01 
677 	 6.95886E-02 	 3.13739E-01 	 7.76356E-01 
678 	 6.95886E-02 	 3.07648E-01 	 7.40155E-01 
679 	 6.95886E-02 	 3.13553E-01 	 8.58162E-01 
680 	 6.95886E-02 	 3.07149E-01 	 6.94587E-01 
681 	 6.95886E-02 	 2.89502E-01 	 6.11937E-01 
682 	 6.95886E-02 	 3.11299E-01 	 8.63255E-01 
683 	 6.95886E-02 	 2.95986E-01 	 8.13009E-01 
684 	 6.95886E-02 	 2.93336E-01 	 8.49666E-01 
685 	 6.95886E-02 	 3.05028E-01 	 7.26352E-01 
686 	 6.95886E-02 	 2.92534E-01 	 5.95286E-01 
687 	 6.95886E-02 	 2.96150E-01 	 8.58860E-01 
688 	 6.95886E-02 	 2.96145E-01 	 7.46132E-01 
689 	 6.95886E-02 	 2.86217E-01 	 7.55069E-01 
690 	 6.95886E-02 	 2.89468E-01 	 6.92289E-01 
691 	 6.95886E-02 	 2.82090E-01 	 5.64715E-01 
692 	 6.95886E-02 	 2.93268E-01 	 7.26506E-01 
693 	 6.95886E-02 	 3.05378E-01 	 7.72257E-01 
694 	 6.95886E-02 	 2.96184E-01 	 7.81511E-01 
695 	 6.95886E-02 	 2.93191E-01 	 8.47237E-01 
696 	 6.95886E-02 	 3.16029E-01 	 8.20409E-01 
697 	 6.95886E-02 	 2.91539E-01 	 5.19072E-01 
698 	 6.95886E-02 	 3.06651E-01 	 7.19926E-01 
699 	 6.95886E-02 	 2.95719E-01 	 5.74465E-01 
700 	 6.95886E-02 	 3.04038E-01 	 7.21046E-01 
701 	 6.95886E-02 	 3.12145E-01 	 7.69143E-01 
702 	 6.95886E-02 	 3.03794E-01 	 7.94618E-01 
703 	 6.95886E-02 	 2.94544E-01 	 6.07747E-01 
704 	 6.95886E-02 	 2.99944E-01 	 5.87023E-01 
705 	 6.95886E-02 	 3.14628E-01 	 7.62958E-01 
706 	 6.95886E-02 	 2.98586E-01 	 7.24405E-01 
707 	 6.95886E-02 	 3.10913E-01 	 8.02427E-01 
708 	 6.95886E-02 	 3.11009E-01 	 7.68134E-01 
709 	 6.95886E-02 	 2.97849E-01 	 8.15996E-01 
710 	 6.95886E-02 	 3.17992E-01 	 7.52615E-01 
711 	 6.95886E-02 	 3.15974E-01 	 7.44281E-01 
712 	 6.95886E-02 	 3.13921E-01 	 7.25563E-01 
713 	 6.95886E-02 	 3.02324E-01 	 6.86130E-01 
714 	 6.95886E-02 	 3.04048E-01 	 9.15761E-01 
715 	 6.95886E-02 	 3.12830E-01 	 7.66190E-01 
716 	 6.95886E-02 	 3.19154E-01 	 8.54345E-01 
717 	 6.95886E-02 	 2.88856E-01 	 5.10813E-01 
718 	 6.95886E-02 	 2.91928E-01 	 7.09121E-01 
719 	 6.95886E-02 	 3.05156E-01 	 7.62093E-01 
720 	 6.95886E-02 	 3.01196E-01 	 8.20024E-01 
721 	 6.95886E-02 	 2.97401E-01 	 7.19823E-01 
722 	 6.95886E-02 	 3.04922E-01 	 5.94852E-01 
723 	 6.95886E-02 	 2.99946E-01 	 7.52718E-01 
724 	 6.95886E-02 	 2.93429E-01 	 7.86265E-01 
725 	 6.95886E-02 	 2.97927E-01 	 7.31289E-01 
726 	 6.95886E-02 	 3.02961E-01 	 7.43031E-01 
727 	 6.95886E-02 	 2.81439E-01 	 7.56418E-01 
728 	 6.95886E-02 	 2.99144E-01 	 7.48311E-01 
729 	 6.95886E-02 	 3.02089E-01 	 7.37392E-01 
730 	 6.95886E-02 	 3.13752E-01 	 7.41859E-01 
731 	 6.95886E-02 	 3.01410E-01 	 8.13628E-01 
732 	 6.95886E-02 	 3.02471E-01 	 8.14715E-01 
733 	 6.95886E-02 	 2.96540E-01 	 6.42578E-01 
734 	 6.95886E-02 	 2.88408E-01 	 6.21216E-01 
735 	 6.95886E-02 	 2.98731E-01 	 8.77634E-01 
736 	 6.95886E-02 	 3.17826E-01 	 8.05121E-01 
737 	 6.95886E-02 	 3.00504E-01 	 5.68204E-01 
738 	 6.95886E-02 	 2.94566E-01 	 6.55905E-01 
739 	 6.95886E-02 	 2.90024E-01 	 5.19359E-01 
740 	 6.95886E-02 	 3.09100E-01 	 8.20133E-01 
741 	 6.95886E-02 	 3.07012E-01 	 6.80276E-01 
742 	 6.95886E-02 	 3.01332E-01 	 6.41752E-01 
743 	 6.95886E-02 	 3.03681E-01 	 6.96302E-01 
744 	 6.95886E-02 	 2.97516E-01 	 8.29075E-01 
745 	 6.95886E-02 	 2.97436E-01 	 7.99189E-01 
746 	 6.95886E-02 	 3.06351E-01 	 7.59575E-01 
747 	 6.95886E-02 	 3.19325E-01 	 8.20095E-01 
748 	 6.95886E-02 	 2.97761E-01 	 8.24282E-01 
749 	 6.95886E-02 	 2.98311E-01 	 7.75479E-01 
750 	 6.95886E-02 	 2.94710E-01 	 8.58402E-01 
751 	 6.95886E-02 	 2.97001E-01 	 7.96276E-01 
752 	 6.95886E-02 	 3.09789E-01 	 8.82934E-01 
753 	 6.95886E-02 	 3.08671E-01 	 8.41132E-01 
754 	 6.95886E-02 	 3.03992E-01 	 5.32161E-01 
755 	 6.95886E-02 	 3.14259E-01 	 7.30186E-01 
756 	 6.95886E-02 	 3.01283E-01 	 5.89594E-01 
757 	 6.95886E-02 	 2.82783E-01 	 5.26525E-01 
758 	 6.95886E-02 	 3.00591E-01 	 7.97946E-01 
759 	 6.95886E-02 	 2.91647E-01 	 7.48710E-01 
760 	 6.95886E-02 	 2.91451E-01 	 5.58022E-01 
761 	 6.95886E-02 	 2.95232E-01 	 6.23146E-01 
762 	 6.95886E-02 	 3.08413E-01 	 7.64414E-01 
763 	 6.95886E-02 	 3.03177E-01 	 8.18237E-01 
764 	 6.95886E-02 	 3.15225E-01 	 7.37181E-01 
765 	 6.95886E-02 	 3.05962E-01 	 5.23963E-01 
766 	 6.95886E-02 	 3.08614E-01 	 8.24816E-01 
767 	 6.95886E-02 	 3.16521E-01 	 7.94719E-01 
768 	 6.95886E-02 	 3.21041E-01 	 7.64495E-01 
769 	 6.95886E-02 	 3.11237E-01 	 7.87676E-01 
770 	 6.95886E-02 	 2.91715E-01 	 6.36474E-01 
771 	 6.95886E-02 	 2.97409E-01 	 8.27564E-01 
772 	 6.95886E-02 	 2.92103E-01 	 6.11000E-01 
773 	 6.95886E-02 	 2.99358E-01 	 7.78678E-01 
774 	 6.95886E-02 	 3.02731E-01 	 8.70846E-01 
775 	 6.95886E-02 	 3.08056E-01 	 8.16210E-01 
776 	 6.95886E-02 	 2.85438E-01 	 4.97655E-01 
777 	 6.95886E-02 	 2.79830E-01 	 5.95428E-01 
778 	 6.95886E-02 	 2.92195E-01 	 6.35704E-01 
779 	 6.95886E-02 	 3.04925E-01 	 8.04654E-01 
780 	 6.95886E-02 	 3.05610E-01 	 7.93531E-01 
781 	 6.95886E-02 	 3.02699E-01 	 7.20700E-01 
782 	 6.95886E-02 	 3.11914E-01 	 8.14495E-01 
783 	 6.95886E-02 	 3.11338E-01 	 7.60906E-01 
784 	 6.95886E-02 	 2.99573E-01 	 7.67021E-01 
785 	 6.95886E-02 	 2.96870E-01 	 4.78633E-01 
786 	 6.95886E-02 	 2.94846E-01 	 5.21869E-01 
787 	 6.95886E-02 	 2.97083E-01 	 7.05278E-01 
788 	 6.95886E-02 	 3.09511E-01 	 8.45847E-01 
789 	 6.95886E-02 	 3.17537E-01 	 7.82532E-01 
790 	 6.95886E-02 	 3.24462E-01 	 9.14806E-01 
791 	 6.95886E-02 	 3.14842E-01 	 9.12905E-01 
792 	 6.95886E-02 	 2.98625E-01 	 7.00011E-01 
793 	 6.95886E-02 	 2.88064E-01 	 6.38847E-01 
794 	 6.95886E-02 	 2.97387E-01 	 8.38353E-01 
795 	 6.95886E-02 	 3.02777E-01 	 8.23753E-01 
796 	 6.95886E-02 	 2.90878E-01 	 5.38415E-01 
797 	 6.95886E-02 	 2.94708E-01 	 6.47093E-01 
798 	 6.95886E-02 	 3.06553E-01 	 8.67044E-01 
799 	 6.95886E-02 	 3.14711E-01 	 8.18238E-01 
800 	 6.95886E-02 	 3.02634E-01 	 7.26498E-01 
801 	 6.95886E-02 	 2.98912E-01 	 5.92328E-01 
802 	 6.95886E-02 	 3.04001E-01 	 6.56549E-01 
803 	 6.95886E-02 	 3.04614E-01 	 6.69120E-01 
804 	 6.95886E-02 	 2.90617E-01 	 5.90100E-01 
805 	 6.95886E-02 	 3.00053E-01 	 7.99590E-01 
806 	 6.95886E-02 	 2.99889E-01 	 6.90379E-01 
807 	 6.95886E-02 	 2.85710E-01 	 7.16728E-01 
808 	 6.95886E-02 	 2.93724E-01 	 6.64522E-01 
809 	 6.95886E-02 	 2.99009E-01 	 8.75356E-01 
810 	 6.95886E-02 	 3.01066E-01 	 6.43600E-01 
811 	 6.95886E-02 	 3.02928E-01 	 6.70883E-01 
812 	 6.95886E-02 	 2.91451E-01 	 7.56301E-01 
813 	 6.95886E-02 	 2.97491E-01 	 8.69436E-01 
814 	 6.95886E-02 	 2.89124E-01 	 7.89243E-01 
815 	 6.95886E-02 	 3.00565E-01 	 5.45603E-01 
816 	 6.95886E-02 	 3.11658E-01 	 8.02930E-01 
817 	 6.95886E-02 	 2.87449E-01 	 8.02433E-01 
818 	 6.95886E-02 	 3.32525E-01 	 7.28118E-01 
819 	 6.95886E-02 	 3.14470E-01 	 6.62655E-01 
820 	 6.95886E-02 	 3.16038E-01 	 7.72167E-01 
821 	 6.95886E-02 	 3.04954E-01 	 6.82518E-01 
822 	 6.95886E-02 	 3.03826E-01 	 6.31404E-01 
823 	 6.95886E-02 	 2.85557E-01 	 6.88960E-01 
824 	 6.95886E-02 	 2.96463E-01 	 7.62335E-01 
825 	 6.95886E-02 	 3.03157E-01 	 7.23286E-01 
826 	 6.95886E-02 	 3.01843E-01 	 5.67613E-01 
827 	 6.95886E-02 	 3.00326E-01 	 6.66363E-01 
828 	 6.95886E-02 	 2.90076E-01 	 6.73883E-01 
829 	 6.95886E-02 	 3.09462E-01 	 7.43608E-01 
830 	 6.95886E-02 	 2.90647E-01 	 7.25854E-01 
831 	 6.95886E-02 	 2.83681E-01 	 7.64379E-01 
832 	 6.95886E-02 	 2.92778E-01 	 7.81302E-01 
833 	 6.95886E-02 	 2.73736E-01 	 5.82309E-01 
834 	 6.95886E-02 	 2.82775E-01 	 6.79141E-01 
835 	 6.95886E-02 	 2.91845E-01 	 7.52656E-01 
836 	 6.95886E-02 	 3.05309E-01 	 6.83953E-01 
837 	 6.95886E-02 	 2.90411E-01 	 4.78336E-01 
838 	 6.95886E-02 	 3.03576E-01 	 7.91408E-01 
839 	 6.95886E-02 	 2.96794E-01 	 7.08089E-01 
